PHI-base accession no	PHI-base accession	Obsolete PHI accession	DB_Type	Accession	Obsolete EMBL accession	Locus ID	AA sequence #no EMBL#	NT sequence #no EMBL#	Associated strain	Gene name	Genome location	Multiple mutation	Pathogen NCBI Taxonomy ID	Pathogen species	Strain	Disease name	Monocot/Dicot plant	Host NCBI Taxonomy ID	Experimental host	Function	GO annotation	Database	Pathway	Phenotype of mutant	Mating defect prior to penetration	Pre-penetration defect	Penetration defect	Post-penetration defect	Vegetative spores	Sexual spores	In vitro growth	Spore germination	Essential gene (Lethal knockout)	Inducer	CAS	Host target	Host response	Experimental evidence	Species Expert	Entered by	Manual (M) or textmining (T)	Literature ID	Literature source	DOI	Full citation	Author email	Comments	Reference	Year published
	PHI:71		Uniprot	Q00365		CAA78401	0	0	race 5	ECP2	0	0	5499	Cladosporium fulvum	5499	race 5	Leaf mold	Dicot	Tomato	Effector protein	GO:0009405, IMP	GO	0	Reduced virulence	0	0	0	0	Reduced	Reduced	0	0	0	0	0	0	0	gene deletion	0	TKB; KHK		0894-0282	Not in PubMed	0	Lauge et al. (1997) MOLECULAR PLANT MICROBE INTERACTIONS 10 (6): 725-734	0	0	Laugé et al.	1997
	PHI:71		Uniprot	Q00365		CAA78401	0	0	race 5	ECP2	0	0	5499	Cladosporium fulvum	5499	race 5	Leaf mold	Dicot	Tomato	Effector protein	0	0	0	Effector (plant avirulence determinant)	0	0	0	0	0	0	0	0	0	0	0	0	0	gene deletion	0	TKB; KHK		9756710; 9671796	PubMed	10.1006/fgbi.1998.1076	0	0	Virulent on tomato plants possessing the Cf-ECP2 resistance gene	Lauge et al.	1998
	PHI:72		Uniprot	P0DJ06		AAM21050	0	0	CAI4	SAP2	0	0	5476	Candida albicans	5476	CAI-4	Candidiasis	0	Mouse	Aspartyl proteinase	GO:0009405, IMP	GO	0	Reduced virulence	0	0	0	0	0	0	0	0	0	0	0	0	0	gene disruption	0	TKB		9284116; 9485603; 9529523; 9841840; 10320576; 10569785; 10540295; 16227594	PubMed	0	0	0	0	Hube et al.	1997
	PHI:72		Uniprot	P0DJ06		AAM21050	0	0	CAI4	SAP2	0	0	5476	Candida albicans	5476	CAI-4	Candidiasis	0	Guinea pig	Aspartyl proteinase	GO:0009405, IMP	GO	0	Reduced virulence	0	0	0	0	0	0	0	0	0	0	0	0	0	gene disruption	0	TKB		9284116; 9485603; 9529523; 9841840; 10320576; 10569785; 10540295; 16227594	PubMed	0	0	0	0	Hube et al.	1997
	PHI:73		Uniprot	P0CY28		AAA34372	0	0	SS	SAP3	0	0	5476	Candida albicans	5476	CAI-4	Candidiasis	0	Guinea pig	Aspartyl proteinase	GO:0009405, IMP	GO	0	Reduced virulence	0	0	0	0	0	0	0	0	0	0	0	0	0	gene disruption	0	TKB		9284116; 9485603; 9529523; 9841840; 10569785; 10540295 	PubMed	0	0	0	0	Hube et al.	1997
	PHI:73		Uniprot	P0CY28		AAA34372	0	0	SS	SAP3	0	0	5476	Candida albicans	5476	CAI-4	Candidiasis	0	Mouse	Aspartyl proteinase	GO:0009405, IMP	GO	0	Reduced virulence	0	0	0	0	0	0	0	0	0	0	0	0	0	gene disruption	0	TKB		9284116; 9485603; 9529523; 9841840; 10569785; 10540295 	PubMed	0	0	0	0	Hube et al.	1997
	PHI:75		Uniprot	P0CN96		AAD46575	0	0	JEC21	GPA1	0	0	5207	Cryptococcus neoformans	178876	H99	Cryptococcosis	0	Galleria mellonella	0	GO:0009405, IMP	GO	0	Reduced virulence	0	0	0	0	0	0	0	0	0	0	0	0	0	gene disruption; complementation	AI	KHK; MU		15972469	PubMed	10.1128/IAI.73.7.3842-3850.2005	0	0	Tested in G.mellonella caterpillars in the final instar larval stage	0	0
	PHI:75		Uniprot	P0CN96		AAD46575	0	0	JEC21	GPA1	0	0	5207	Cryptococcus neoformans	5207	H99	Cryptococcosis	0	Rabbit	G alpha protein subunit	GO:0009405, IMP	GO	0	Reduced virulence	0	0	0	0	0	0	0	0	0	0	0	0	0	gene disruption; complementation	0	KHK; MU		9389652	PubMed	0	0	0	0	Alspaugh et al.	1997
	PHI:75		Uniprot	P0CN96		AAD46575	0	0	JEC21	GPA1	0	0	5207	Cryptococcus neoformans	178876	H99	Cryptococcosis	0	Nematode	G alpha protein subunit	GO:0009405, IMP	GO	0	Reduced virulence	0	0	0	0	0	0	0	0	0	0	0	0	0	gene disruption; complementation	0	KHK; MU		12438649	PubMed	10.1073/pnas.232568599	0	0	Tested in C.elegans strain N2 Bristol	0	0
	PHI:76		Uniprot	P87032		AAC49724	0	0	FB1	GPA1	0	0	5270	Ustilago maydis	5270	FB1, FB2	Corn smut	Monocot	Maize	G alpha protein subunit	0	0	0	Unaffected pathogenicity	0	0	0	0	0	0	0	0	0	0	0	0	0	gene disruption	0	MU		9155019	PubMed	0	0	0	0	Regenfelder et al.	1997
	PHI:77		Uniprot	P87033		AAC49725	0	0	FB1	GPA2	0	0	5270	Ustilago maydis	5270	FB1, FB2	Corn smut	Monocot	Maize	G alpha protein subunit	0	0	0	Unaffected pathogenicity	0	0	0	0	0	0	0	0	0	0	0	0	0	gene disruption	0	MU		9155019	PubMed	0	0	0	0	Regenfelder et al.	1997
	PHI:78		Uniprot	P87034		AAC49726	0	0	FB1	GPA3	0	0	5270	Ustilago maydis	5270	FB1, FB2, CL13, SG200	Corn smut	Monocot	Maize	G alpha protein subunit	GO:0009405, IMP	GO	0	Loss of pathogenicity 	Yes	No Data	No Data	No Data	0	0	0	0	0	0	0	0	0	gene disruption	0	MU		9155019; 11043465	PubMed	0	0	0	0	Regenfelder et al.	1997
	PHI:79		Uniprot	P87035		AAC49727	0	0	FB1	GPA4	0	0	5270	Ustilago maydis	5270	FB1, FB2	Corn smut	Monocot	Maize	G alpha protein subunit	0	0	0	Unaffected pathogenicity	0	0	0	0	0	0	0	0	0	0	0	0	0	gene disruption	0	MU		9155019	PubMed	0	0	0	0	Regenfelder et al.	1997
	PHI:80		Uniprot	Q00313		AAB39507	0	0	0	TOP1 	0	0	5476	Candida albicans	5476	CAI-4	Candidiasis	0	Mouse	Topoisomerase I	GO:0009405, IMP	GO	0	Reduced virulence	0	0	0	0	0	0	0	0	0	0	0	0	0	gene disruption; complementation	0	TKB		9043115	PubMed	0	0	0	0	Jiang et al.	1997
	PHI:81		Uniprot	O13328		AAB66482	0	0	70-15	MAC1	0	0	318829	Magnaporthe oryzae	0	0	Rice blast	Monocot	Rice	Adenylate cyclase	GO:0009405, IMP	GO	cAMP signalling	Reduced virulence	0	0	0	0	0	0	0	0	0	0	0	0	0	gene deletion	0	MU		9401122; 11006342 	PubMed	10.1105/tpc.9.11.1973	0	0	Pleiotropic effects of mutant allele; Partial gene deletion	Choi and Dean	1997
	PHI:82		Uniprot	O13314		AAB65425	0	0	70-15	MAGA	0	0	318829	Magnaporthe oryzae	0	0	Rice blast	Monocot	Rice	G alpha protein subunit	GO:0016526, NAS	GO	0	Unaffected pathogenicity	0	No	No	No	Wild type	No mature asci	Wild type	0	0	0	0	0	0	gene deletion	0	MU		9390422	PubMed	0	0	0	Partial gene deletion	Liu and Dean	1997
	PHI:83		Uniprot	O13315		AAB65426	0	0	70-15	MAGB	0	0	318829	Magnaporthe oryzae	0	0	Rice blast	Monocot	Rice	G alpha protein subunit	GO:0009405, IMP; GO:0044409, IMP; GO:0030437, IMP; GO:0016526, NAS	GO	cAMP signalling	Reduced virulence	0	Yes	 Yes	No Data	Reduced	No perithecia formation	Reduced	0	0	0	0	0	0	gene disruption; complementation	0	MU		9390422	PubMed	0	0	0	0	Liu and Dean	1997
	PHI:84		Uniprot	O13316		AAB65427	0	0	70-15	MAGC	0	0	318829	Magnaporthe oryzae	0	0	Rice blast	Monocot	Rice	G alpha protein subunit	GO:0016526, NAS; GO:0030437, IMP	GO	0	Unaffected pathogenicity	0	0	0	0	0	0	0	0	0	0	0	0	0	gene deletion	0	MU		14667055	PubMed	0	0	0	Partial gene deletion	Liu and Dean	1997
	PHI:85		Uniprot	O14427		AAB68613	0	0	0	CLA4	0	0	5476	Candida albicans	5476	CAI-4	Candidiasis	0	Mouse	Protein Kinase	GO:0009405, IMP	GO	0	Reduced virulence	0	0	0	0	0	0	0	0	0	0	0	0	0	gene disruption	0	MU		9259554; 10816502 	PubMed	0	0	0	0	Leberer et al.	1997
	PHI:86		Uniprot	P43079		AAA64692	0	0	0	CPH1	0	PHI:87	5476	Candida albicans	5476	CAI-4	Candidiasis	0	Mouse	Regulatory protein	GO:0009405, IGI; GO:0044412	GO	0	Loss of pathogenicity 	0	0	0	Yes	0	0	0	0	0	0	0	0	0	gene disruption; complementation	0	TKB		9298905; 10377153; 10816502; 11595734; 11796627 	PubMed	0	0	0	0	Lo et al.	1997
	PHI:87		Uniprot	P43064		CAA83640	0	0	ATCC10231	EFG1	0	PHI:86	5476	Candida albicans	5476	CAI-4	Candidiasis	0	Mouse	Transcription factor	GO:0009405, IGI	GO	0	Loss of pathogenicity 	0	0	0	0	0	0	0	0	0	0	0	0	0	gene disruption; complementation	0	TKB		9298905; 10377153; 10816502; 11595734; 11796627; 12798685	PubMed	0	0	0	0	Lo et al.	1997
	PHI:87		Uniprot	P43064		CAA83640	0	0	ATCC10231	EFG1	0	0	5476	Candida albicans	5476	CAI-4	Candidiasis	0	Mouse	Transcription factor	GO:0009405, IMP	GO	Ras-protein kinase A	Reduced virulence	0	0	0	0	0	0	0	0	0	0	0	0	0	gene disruption; complementation	0	TKB		15760450; 10816502; 11595734; 12798685	PubMed	10.1111/j.1462-5822.2004.00476.x	0	0	0	Park et al.	2005
	PHI:88		Uniprot	P41749		AAA85279	0	0	70	PECA	0	0	5059	Aspergillus flavus	5059	12	0	Dicot	Cotton	Polygalacturonase	GO:0009405, IMP; GO:0044412	GO	0	Reduced virulence	0	No Data	No Data	Yes	0	0	0	0	0	0	0	0	0	gene deletion; complementation	0	TKB; KHK		9293005	PubMed	0	0	0	0	Shieh et al.	1997
	PHI:89		Uniprot	O42773		AAB97372	0	0	H99	CNA1	0	0	5207	Cryptococcus neoformans	5207	M049	Cryptococcosis	0	Rabbit	Calcineurin A catalytic subunit/ Serine/threonine phosphatase 2B	GO:0009405, IMP	GO	0	Loss of pathogenicity 	0	0	0	0	0	0	0	0	0	0	0	0	0	gene disruption; complementation	0	MU; KHK		9184205	PubMed	10.1093/emboj/16.10.2576	0	0	0	Odom et al.	1997
	PHI:95		Uniprot	P53707		AAB66368	0	0	ATCC 26555	CSP37	0	0	5476	Candida albicans	5476	CAI-4	Candidiasis	0	Mouse	Membrane protein	GO:0009405, IMP	GO	0	Reduced virulence	0	0	0	0	0	0	0	0	0	0	0	0	0	gene disruption	0	TKB		9244249	PubMed	0	0	0	0	Sentandreu et al.	1997
	PHI:96		Uniprot	P43098		AAA34345	0	0	4918	FAS2	0	0	5476	Candida albicans	5476	CAI-4	Candidiasis	0	Mouse	Fatty acid synthetase	GO:0009405, IMP	GO	0	Loss of pathogenicity 	0	0	0	0	0	0	0	0	0	0	0	0	0	gene disruption; complementation	0	TKB		9009352	PubMed	0	0	0	0	Zhao et al.	1997
	PHI:96		Uniprot	P43098		AAA34345	0	0	4918	FAS2	0	0	5476	Candida albicans	5476	0	Candidiasis	0	Rat	Fatty acid synthetase	GO:0009405, IMP	GO	0	Loss of pathogenicity 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TKB		8828218	PubMed	0	0	0	Oropharyngeal candidiasis	Zhao et al.	1996
	PHI:97		Uniprot	Q92215		AAC62818	0	0	SB111	TOXC	0	0	5017	Cochliobolus carbonum	5017	164R10	Leaf spot	Monocot	Maize	Fatty acid synthetase	GO:0009405, IMP; GO:0044412	GO	HC-toxin biosynthesis	Reduced virulence	0	No	No	Yes	0	0	Wild type	Wild type	0	0	0	0	0	gene disruption	0	TKB; JA		9057326	PubMed	0	0	0	0	Ahn and Walton	1997
	PHI:98		Uniprot	O13394		AAB84284	0	0	518	umCHS5	0	0	5270	Ustilago maydis	5270	FB1, FB2	Corn smut	Monocot	Maize	Chitin Synthase	GO:0009405, IMP	GO	0	Reduced virulence	No	No Data	No Data	No Data	0	0	Reduced	0	0	0	0	0	0	gene deletion; complementation	0	TKB		9454647	PubMed	0	0	0	0	Xoconostle-Cazares et al.	1997
	PHI:99		Uniprot	Q8J0D1		BAC41196	0	0	Guy11	ACR1	0	0	318829	Magnaporthe oryzae	0	0	Rice blast	Monocot	Rice	Putative transcription factor	GO:0009405, IMP; GO:0044409, IMP	GO	0	Loss of pathogenicity 	0	Yes	Yes	Yes	0	0	0	0	0	0	0	0	0	gene deletion; complementation	0	MU		9742203	PubMed	0	0	0	Plasmid insertion	Lau and Hamer	1998
	PHI:100		Uniprot	Q99079		AAA75366	0	0	strain 518 (a2b2)	ADR1	0	0	5270	Ustilago maydis	5270	d132, 518, 521	Corn smut	Monocot	Maize	PKA catalytic subunit	GO:0009405, IMP; GO:0051701	GO	0	Loss of pathogenicity 	0	0	0	0	0	0	0	0	0	0	0	0	0	gene disruption	0	MU		9576944	PubMed	0	0	0	0	Durrenberger et al.	1998
	PHI:101		Uniprot	O59897		AAC39471	0	0	B-5233	ALB1	0	0	746128	Aspergillus fumigatus	746128	B-5233	Respiratory disease	0	Mouse	Polyketide synthase	GO:0009405, IMP	GO	0	Reduced virulence	0	0	0	0	0	0	0	0	0	0	0	0	0	gene disruption; altered gene expression / gene regulation: overexpression; complementation	0	TKB		9620950; 11040426 	PubMed	0	0	0	0	Tsai et al.	1998
	PHI:103		Uniprot	O94100		AAC64374	0	0	SAS56	BCPGA1	0	0	40559	Botrytis cinerea	40559	SAS56	Grey mold rot	Dicot	Tomato	Endopolygalacturonase	GO:0009405, IMP; GO:0044412	GO	0	Reduced virulence	0	No	No	Yes	0	0	0	0	0	0	0	0	0	gene disruption	0	MU		9768518	PubMed	0	0	0	Tested on tomato leaves	ten Have et al.	1998
	PHI:103		Uniprot	O94100		AAC64374	0	0	SAS56	BCPGA1	0	0	40559	Botrytis cinerea	40559	SAS56	Grey mold rot	Dicot	Tomato	Endopolygalacturonase	GO:0009405, IMP, GO:0044412	GO	0	Reduced virulence	0	No	No	Yes	0	0	0	0	0	0	0	0	0	gene disruption	0	MU		9768518	PubMed	0	0	0	Tested on tomato fruits	ten Have et al.	1998
	PHI:103		Uniprot	O94100		AAC64374	0	0	SAS56	BCPGA1	0	0	40559	Botrytis cinerea	40559	SAS56	Grey mold rot	Dicot	Apple	Endopolygalacturonase	GO:0009405, IMP; GO:0044412	GO	0	Reduced virulence	0	No	No	Yes	0	0	0	0	0	0	0	0	0	gene disruption	0	MU		9768518	PubMed	0	0	0	Tested on apple fruits	ten Have et al.	1998
	PHI:104		Uniprot	Q00310		CAA67930	0	0	CAI-4	CaMNT1	0	0	5476	Candida albicans	5476	CAI-4	Candidiasis	0	Guinea pig	Synthesis of mannoproteins	GO:0009405, IMP	GO	0	Reduced virulence	0	0	0	0	0	0	0	0	0	0	0	0	0	gene disruption	0	TKB		9636208	PubMed	0	0	0	0	Buurman et al.	1998
	PHI:104		Uniprot	Q00310		CAA67930	0	0	CAI-4	CaMNT1	0	0	5476	Candida albicans	5476	CAI-4	Candidiasis	0	Mouse	Synthesis of mannoproteins	GO:0009405, IMP	GO	0	Reduced virulence	0	0	0	0	0	0	0	0	0	0	0	0	0	gene disruption	0	TKB		9636208; 10766761 	PubMed	10.1074/jbc.M909699199	0	0	0	Buurman et al.	1998
	PHI:105		Uniprot	Q9UWF6		AAC61890	0	0	SC5314	PLB1	0	0	5476	Candida albicans	5476	SC5314	Candidiasis	0	Mouse	Phospholipase B	GO:0009405, IMP	GO	0	Reduced virulence	0	0	0	0	0	0	0	0	0	0	0	0	0	gene disruption; complementation	0	TKB		9748287; 11535799	PubMed	0	0	0	0	Leidich et al.	1998
	PHI:106		Uniprot	O13289		AAC39448	0	0	ATCC 10261	CAT1	0	0	5476	Candida albicans	5476	ATCC 10261	Candidiasis	0	Mouse	Catalase	GO:0009405, IMP	GO	0	Reduced virulence	0	0	0	0	0	0	0	0	0	0	0	0	0	gene disruption	0	TKB		9573075	PubMed	0	0	0	0	Wysong et al.	1998
	PHI:107		Uniprot	Q5A1D3		EAK96519	0	0	SC5314	CEK1	0	0	5476	Candida albicans	5476	SC5314	Candidiasis	0	Mouse	MAP kinase	GO:0009405, IMP	GO	0	Reduced virulence	0	0	0	0	0	0	0	0	0	0	0	0	0	gene disruption; complementation	0	TKB		9596738; 9741091	PubMed	0	0	0	FUS3/KSS1 homologue	Csank et al. 	1998
	PHI:109		Uniprot	P87248		AAB61403	0	0	UPS9	CLK1	0	0	290576	Colletotrichum lindemuthianum	290576	UPS9	Anthracnose	Dicot	Bean	Protein kinase (Ser/thr)	GO:0009405, IMP; GO:0044409; GO:0044412	GO	0	Reduced virulence	0	No	Yes	Yes	0	0	0	0	0	0	0	0	0	gene deletion	0	MU; JK		9450334	PubMed	0	0	0	Partial gene deletion	Dufresne et al.	1998
	PHI:111		Uniprot	Q01905		AAB49807	0	0	88069	INF1	0	0	4787	Phytophthora infestans	4787	88069	Late blight	Dicot	Potato	Effector protein	0	0	0	Effector (plant avirulence determinant)	0	0	0	0	0	0	0	0	0	0	0	0	0	gene disruption	0	MU		9724689	PubMed	0	0	0	0	Kamoun et al.	1998
	PHI:112		Uniprot	Q01446		AAC49410	0	0	156-30-6	MAK1	0	0	140110	Nectria haematococca (related: Fusarium solani)	140110	230-30-6	Root rot	Dicot	Chickpea	Maackiain detoxification	GO:0009405, IMP	GO	0	Reduced virulence	0	0	0	0	0	0	0	0	0	0	0	0	0	gene disruption	0	TKB		0	Not in PubMed	0	Enkerli et al. (1998) MOLECULAR PLANT-MICROBE INTERACTIONS 11 (4): 317-326	0	0	Enkerli et al.	1998
	PHI:113		Uniprot	O13352		AAC63682	0	0	Guy11	MPS1	0	0	318829	Magnaporthe oryzae	0	Guy11	Rice blast	Monocot	Rice	MAP kinase	GO:0009405, IMP; GO:0044409	GO	osmotic sensing	Loss of pathogenicity 	0	No 	Yes	No	Reduced	0	0	0	0	0	0	0	0	gene deletion; complementation	0	MU		9770551	PubMed	0	0	0	SLT2 homologue; Cloning by PCR	Xu et al.	1998
	PHI:114		Uniprot	O00094		AAC05015	0	0	42-87	PG1	0	0	5507	Fusarium oxysporum	5507	42-87 (race2)	Vascular wilt	Dicot	Tomato	Endopolygalacturonase	0	0	0	Unaffected pathogenicity	0	0	0	0	0	0	0	0	0	pectin and galacturonic acid	0	0	0	complementation	0	MU; AB		9450333	PubMed	0	0	0	Expression during all infection stages; Gene introduction to naturally deficient strains	Di Pietro et al.	1998
	PHI:115		Uniprot	Q00359		AAC26146	0	0	SB111	PGX1	0	0	5017	Cochliobolus carbonum	5017	SB111	Leaf spot	Monocot	Maize	Exopolygalacturonase	0	0	0	Unaffected pathogenicity	0	0	0	0	0	0	0	0	0	0	0	0	0	gene disruption	0	MU; JA		9546185	PubMed	0	0	0	0	Scott-Craig et al.	1998
	PHI:116		Uniprot	O60026		CAA76740	0	0	ATCC46645	PKSP	0	0	746128	Aspergillus fumigatus	746128	ATCC46645	Respiratory disease	0	Mouse	Polyketide Synthase	GO:0009405, IMP	GO	0	Reduced virulence	0	0	0	0	0	0	0	0	0	0	0	0	0	gene disruption; complementation	0	TKB		9832321	PubMed	0	0	0	0	Langfelder et al.	1998
	PHI:120		Uniprot	O42620		AAB88887	0	0	4091-5-8; 4091-5-8	PTH2	0	0	318829	Magnaporthe oryzae	0	4091-5-8 and CP987	Rice blast	Monocot	Rice	Carnitine acetyl transferase	GO:0009405, IMP	GO	fatty acid oxidation	Loss of pathogenicity 	0	No Data	No Data	No Data	0	0	0	0	0	0	0	0	0	gene disruption; complementation	0	MU		9574508	PubMed	0	0	0	Identification by REMI	Sweigard et al.	1998
	PHI:121		Uniprot	O42621		AAB88888	0	0	4091-5-8	PTH3	0	0	318829	Magnaporthe oryzae	0	4091-5-8 and CP987	Rice blast	Monocot	Rice	Imidazole glycerol phosphate dehydrogenase	GO:0009405, IMP	GO	histidine biosynthesis	Loss of pathogenicity 	0	No Data	No Data	No Data	Wild type	Wild type	Wild type	Wild type	0	0	0	0	0	gene disruption; complementation	0	MU		9574508	PubMed	0	0	0	Identification by REMI	Sweigard et al.	1998
	PHI:122		Uniprot	O42624		AAB88886	0	0	0	PTH8	0	0	318829	Magnaporthe oryzae	0	9041-5-8	Rice blast	Monocot	Rice	Pathogenicity protein	GO:0009405, IMP	GO	0	Reduced virulence	0	No Data	No Data	No Data	0	0	0	0	0	0	0	0	0	gene disruption; complementation	0	MU		9574508	PubMed	0	0	0	Identification by REMI	Sweigard et al.	1998
	PHI:123		Uniprot	O42622		AAB88889	0	0	4091-5-8	PTH9 (NTH1)	0	0	318829	Magnaporthe oryzae	0	9041-5-8	Rice blast	Monocot	Rice	Trehalase	GO:0009405, IMP; GO:0044412	GO	0	Reduced virulence	0	No	No	Yes	Reduced	0	0	0	0	0	0	0	0	gene disruption; complementation	0	MU		9574508; 12514128 	PubMed	0	0	0	Identification by REMI	Sweigard et al.; Foster et al.	1998, 2003
	PHI:124		Uniprot	P53705		AAA96019	0	0	10261	INT1	0	0	5476	Candida albicans	5476	10261	Candidiasis	0	Mouse	Integrin	GO:0009405, IMP	GO	0	Reduced virulence	0	0	0	0	0	0	0	0	0	0	0	0	0	gene disruption; complementation	0	TKB		9478896; 10444345; 10600356; 10847632	PubMed	0	0	0	0	Gale et al.	1998
	PHI:125		Uniprot	P43093		AAA17877	0	0	WO1	SAP4	0	PHI:126; PHI:127	5476	Candida albicans	5476	SC5314	Candidiasis	0	Guinea pig	Aspartyl proteinase	GO:0009405, IGI	GO	0	Reduced virulence	0	0	0	0	0	0	0	0	0	0	0	0	0	gene disruption	0	TKB		9284117; 9485603; 9632257; 9841840; 10569785; 10540295  	PubMed	0	0	0	0	Sanglard et al.	1997
	PHI:125		Uniprot	P43093		AAA17877	0	0	WO1	SAP4	0	PHI:126; PHI:127	5476	Candida albicans	5476	SC5314	Candidiasis	0	Mouse	Aspartyl proteinase	GO:0009405, IGI	GO	0	Reduced virulence	0	0	0	0	0	0	0	0	0	0	0	0	0	gene disruption	0	TKB		9284117; 9485603; 9632257; 9841840; 10569785; 10540295  	PubMed	0	0	0	0	Sanglard et al.	1997
	PHI:126		Uniprot	P43094		CAA82923	0	0	Ca74	SAP5	0	PHI:125; PHI:127	5476	Candida albicans	5476	SC5314	Candidiasis	0	Guinea pig	Aspartyl proteinase	GO:0009405, IGI	GO	0	Reduced virulence	0	0	0	0	0	0	0	0	0	0	0	0	0	gene disruption	0	TKB		9284117; 9485603; 9632257; 9841840; 10569785; 10540295; 11796627	PubMed	0	0	0	0	Sanglard et al.	1997
	PHI:126		Uniprot	P43094		CAA82923	0	0	Ca74	SAP5	0	PHI:125; PHI:127	5476	Candida albicans	5476	SC5314	Candidiasis	0	Mouse	Aspartyl proteinase	GO:0009405, IGI	GO	0	Reduced virulence	0	0	0	0	0	0	0	0	0	0	0	0	0	gene disruption	0	TKB		9284117; 9485603; 9632257; 9841840; 10569785; 10540295; 11796627	PubMed	0	0	0	0	Sanglard et al.	1997
	PHI:127		Uniprot	P43095		CAA82924	0	0	Ca74	SAP6	0	PHI:125; PHI:126	5476	Candida albicans	5476	SC5314	Candidiasis	0	Mouse	Aspartyl proteinase	GO:0009405, IGI	GO	0	Reduced virulence	0	0	0	0	0	0	0	0	0	0	0	0	0	gene disruption	0	TKB		9284117; 9485603; 9632257; 9841840; 10569785; 10540295 	PubMed	0	0	0	0	Sanglard et al.	1997
	PHI:127		Uniprot	P43095		CAA82924	0	0	Ca74	SAP6	0	PHI:125; PHI:126	5476	Candida albicans	5476	SC5314	Candidiasis	0	Guinea pig	Aspartyl proteinase	GO:0009405, IGI	GO	0	Reduced virulence	0	0	0	0	0	0	0	0	0	0	0	0	0	gene disruption	0	TKB		9284117; 9485603; 9632257; 9841840; 10569785; 10540295 	PubMed	0	0	0	0	Sanglard et al.	1997
	PHI:128		Uniprot	O14448		AAC34140	0	0	Guy11	SUM1	0	0	318829	Magnaporthe oryzae	0	Guy11	Rice blast	Monocot	Rice	PKA regulatory subunit	0	0	cAMP signalling	Unaffected pathogenicity	0	0	0	0	0	0	0	0	0	0	0	0	0	mutation: characterised	0	MU		9707535	PubMed	0	0	0	Point mutation	Adachii and Hamer	1998
	PHI:129		Uniprot	O59900		AAC39450	0	0	B-4500	CAP60	0	0	5207	Cryptococcus neoformans	5207	B-4500	Cryptococcosis	0	Mouse	Capsule associated protein	GO:0009405, IMP	GO	0	Reduced virulence	0	0	0	0	0	0	0	0	0	0	0	0	0	gene deletion; complementation	0	TKB; SH		9573112	PubMed	0	0	0	0	Chang and Kwon-Chung	1998
	PHI:130		Uniprot	Q92410		CAA69223	0	0	0	TPS1	0	0	5476	Candida albicans	5476	SC5314	Candidiasis	0	Mouse	Trehalose-6-phosphate synthase	GO:0009405, IMP; GO:0003825, NAS	GO	0	Reduced virulence	0	0	0	0	0	0	0	0	0	0	0	0	0	gene disruption; complementation	0	TKB		9683476; 14587100	PubMed	10.1002/yea.1029	0	0	0	Zaragoza et al.	1998
	PHI:131		Uniprot	O93842		AAD12756	0	0	NRRL 3299	TRI12	0	0	5514	Fusarium sporotrichioides	5514	NRRL3299	Fusarium ear blight	Monocot	Wheat	Toxin efflux pump 	0	0	trichothecene secretion	Unaffected pathogenicity	0	0	0	0	0	0	0	0	0	0	0	0	0	gene disruption	0	MU; AB		10485289	PubMed	0	0	0	0	Alexander et al.	1998
	PHI:132		Uniprot	O13407		AAB86640	0	0	Guy11	ABC1	0	0	318829	Magnaporthe oryzae	0	Guy11	Rice blast	Monocot	Rice	ABC transporter	GO:0042626; GO:0009405, IMP; GO:0044412	GO	0	Reduced virulence	0	No	No	Yes	Yes	0	0	0	0	0	0	0	0	gene deletion	0	MU		9927411	PubMed	10.1093/emboj/18.3.512	0	0	Partial gene deletion	Urban et al.	1999
	PHI:133		Uniprot	O93800		BAA36588	0	0	15A	AKT1	0	0	5599	Alternaria alternata	5599	15A	Black spot	Dicot	Pear	Carboxyl-activating enzyme, essential for AK Toxin	GO:0009405, IMP; GO:0044409; GO:0044412	GO	0	Loss of pathogenicity 	0	No	Yes	Yes	0	0	0	0	0	0	0	0	0	gene disruption	0	TKB		10432635	PubMed	0	0	0	0	Tanaka et al.	1999
	PHI:134		Uniprot	O93801		BAA36589	0	0	15A	AKT2	0	0	5599	Alternaria alternata	5599	15A	Black spot	Dicot	Pear	Unknown, mutant is AK toxin non-producer	GO:0009405, IMP; GO:0044409; GO:0044412	GO	0	Loss of pathogenicity 	0	No	Yes	Yes	0	0	0	0	0	0	0	0	0	gene disruption	0	TKB		10432635	PubMed	0	0	0	0	Tanaka et al.	1999
	PHI:135		Uniprot	A4D962		AAA91036	0	0	ATCC 26199	BAD1 (WI-1)	0	0	5039	Blastomyces dermatitidis	5039	ATCC26199, ATCC60915	0	0	Mouse	Adhesin	GO:0009405, IMP	GO	0	Loss of pathogenicity 	0	0	0	0	0	0	0	0	0	0	0	0	0	gene deletion; complementation	0	TKB		10209038; 12023375; 16243837	PubMed	0	0	0	0	Brandhorst et al.	1999
	PHI:136		Uniprot	Q5AHA0		AAC39451	0	0	SC5314	CaHK1 (CHK1)	0	0	5476	Candida albicans	5476	CAI-4	Candidiasis	0	Mouse	Histidine Kinase	GO:0009405, IMP	GO	0	Reduced virulence	0	0	0	0	0	0	0	0	0	0	0	0	0	gene disruption; complementation	0	TKB		10417206; 14734021; 15470110	PubMed	0	0	0	Heterozygous disruption	Calera et al.	1999
